event_date,year,assoc_actor_1,assoc_actor_2,admin1,admin2,location,latitude,longitude,source,notes,fatalities,tags
30 May 2020,2020,BLM: Black Lives Matter,Sole Perpetrator (United States),Ohio,Summit,Akron,41.0814,-81.519,Repository; New York Times; Clevelanddotcom; Akron Beacon Journal; CBS19 (Cleveland),"On 30 May 2020, hundreds of people staged a demonstration in Akron (Ohio) in support of the Black Lives Matter movement and against police brutality. The demonstration turned violent at night. Rioters smashed windows from businesses and buildings in downtown. Police intervened with tear gas and pepper spray to control the crowd. A truck driver rammed his vehicle into the demonstrators and one young man was injured with a concussion and a broken arm. The driver of the vehicle turned himself in to police shortly after the incident.",0,car ramming; crowd size=hundreds
30 May 2020,2020,BLM: Black Lives Matter,Police Forces of the United States (2017-2021) Federal Bureau of Investigation,Ohio,Cuyahoga,Cleveland,41.4822,-81.6697,CBS19 (Cleveland); KOAA5,"On 30 May 2020, 4,000 people demonstrated in Cleveland (Ohio) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Rioters threw food, water bottles, rocks, paint cans, set fire to 10 police cars, and broke into a business and destroyed the property. 20 people were hospitalized. Police intervened, used tear gas, and arrested at least 99 people. On 11 June the FBI arrested another man for his connection to this case.",0,crowd size=4000
30 May 2020,2020,BLM: Black Lives Matter; Civilians (United States); Journalists (United States),Private Security Forces (United States),Colorado,Denver,Denver,39.7392,-104.991,Lamar Ledger; Denver Post; US Press Freedom Tracker; Committee to Protect Journalists,"On 30 May 2020, thousands staged a demonstration in Denver (Colorado) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The event turned violent after a private security guard threw an 'OC' aerosol grenade. Rioters began throwing objects, lit a car on fire, and at least one charged the security guard. One person was later charged for ramming three police officers with his car, which the police report says broke one officer's leg. Officers used non-lethal munitions on the rioters. The police injured two journalists including one who was wearing a vest clearly marking him as press. The police shoved another journalist after he showed his press credentials.",0,car ramming; crowd size=thousands
30 May 2020,2020,BLM: Black Lives Matter; Civilians (United States),,California,San Diego,La Mesa,32.768,-117.0278,AP; ABC10 (San Diego),"On 30 May 2020, thousands of people held a Black Lives Matter demonstration in La Mesa (California) over the killing of George Floyd who died after being pinned down by a white officer on 25 May in Minneapolis. Demonstrators clashed with police officers outside the city's police headquarters. A demonstrator was injured by a projectile shot by the police, that lodged between her eyes, and was induced into a coma. Two other people, bystanders, were shot with a projectile. A Chase bank building was set on fire and destroyed, for which two people later plead guilty to arson and related charges.",0,crowd size=thousands
30 May 2020,2020,BLM: Black Lives Matter,,Wisconsin,Milwaukee,Milwaukee,43.0384,-87.9057,AP; Count Love; Milwaukee Courier,"On 30 May 2020, over 1,000 people and over 200 motor vehicles staged a Black Lives Matter demonstration in the wake of the death of George Floyd, in Milwaukee (Wisconsin). Rioters vandalized private and public properties and looted retail stores. Riots continued till early next morning, when rioters conducted property destruction, looted stores, blocked streets, and attempted burglaries and vandalism. At around 3:30 am in the early morning, a police officer in Milwaukee, Wisconsin suffered a minor gunshot wound during the demonstration.",0,armed; crowd size=over 1000
30 May 2020,2020,BLM: Black Lives Matter,,North Carolina,Mecklenburg,Charlotte,35.2274,-80.8431,WBTV; Crowd Counting Consortium,"On 30 May 2020, 200 people staged a march in Charlotte (North Carolina) in support of the Black Lives Matter movement and against police brutality. Businesses were damaged and shell casings were found close to restaurants. People threw rocks at firefighters. 30 people were arrested in the morning hours of the demonstration after police used chemical riot control methods to disperse the crowd. 2 for gun charges and 1 for assaulting a government official. 1 police officer was injured.",0,armed; crowd size=200
30 May 2020,2020,BLM: Black Lives Matter; Civilians (United States),Civilians (United States); Journalists (United States),Utah,Salt Lake,Salt Lake City,40.7775,-111.8882,Twitter; ABC4 Utah; US Press Freedom Tracker; New York Post; Political Research Associates,"On 30 May 2020, thousands of people staged a demonstration in Salt Lake City (Utah) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. The event turned violent after a man who first yelled 'All Lives Matter' took out a hunting bow, notched an arrow, and began aiming at demonstrators who rushed him, disarmed him and set fire to his vehicle. A number of Boogaloo Boys armed with guns were also present who claimed they were there to 'protect' the demonstrators. Later, a group of demonstrators clashed with police and attacked a journalist. A police officer wearing riot gear shoved a man with a cane onto the street.",0,armed; armed presence; crowd size=thousands
30 May 2020,2020,BLM: Black Lives Matter,,North Carolina,Guilford,Greensboro,36.0726,-79.7919,Crowd Counting Consortium; Triad City Beat; MilitiaWatch; WXII12,"On 30 May 2020, about 200 people demonstrated in Greensboro (North Carolina) in support of the Black Lives Matter movement and against police brutality. Demonstrators threw rocks into downtown store fronts and some people broke into shops and carried out items. Demonstrators began throwing rocks and bottles at police cars as well. Police deployed pepper spray to disperse the rioters. Jason Passmore, a well known right-wing activist, and armed members of Stokes County Militia, were reportedly present during the demonstration and claimed that they were there to 'defend demonstrators' and if need be defend 'private property.' Police allegedly arrested 6 Black demonstrators carrying guns but did not arrest white militia members carrying guns who allegedly threatened to shoot pro-BLM demonstrators.",0,armed; armed presence; crowd size=about 200
30 May 2020,2020,BLM: Black Lives Matter; Antifa (United States),Civilians (United States); Journalists (United States),New York,Monroe,Rochester,43.1547,-77.6155,Committee to Protect Journalists; Crowd Counting Consortium; Democrat and Chronicle; KIMT3; US Press Freedom Tracker,"On 30 May 2020, thousands of people held a demonstration in Rochester (New York) in support of the Black Lives Matter movement and against Police brutality and the death of George Floyd. The demonstration turned violent when a group of rioters looted some stores, damaged some buildings and set fire to police cars. According to some reports, anti-fascists were among the rioters. Police intervened with tear gas canisters and pepper balls to disperse the crowd. Two journalists were assaulted by rioters. Several officers were injured reportedly.",0,crowd size=thousands
30 May 2020,2020,BLM: Black Lives Matter,Civilians (United States); Journalists (United States),Pennsylvania,Allegheny,Pittsburgh,40.4406,-79.9958,Count Love; New York Times; Pittsburgh Post-Gazette; TribLive; US Press Freedom Tracker,"On 30 May 2020, more than 3000 people marched in Pittsburgh (Pennsylvania) in support of the Black Lives Matter movement and against police brutality and the death of George Floyd. Demonstrators threw water bottles and other objects at the police and looted and damaged some buildings downtown. Police intervened with tear gas. Several police officers, bystanders and three journalists were injured by rioters. Dozens of people were arrested. 8 people were criminally indicted. One man was arrested for damaging a police car and assaulting police horses.",0,crowd size=more than 3000
30 May 2020,2020,BLM: Black Lives Matter,,Virginia,Manassas,Manassas,38.751,-77.4753,ABC7 (Washington D.C.); Prince William Times,"On 30 May 2020, about 200 people staged a march in Manassas (Virginia) in support of the Black Lives Matter movement mobilized by the death of George Floyd at the hands of police. According to authorities, demonstrators threw bricks, rocks and bottles at passing cars and law enforcement. A State Delegate was sprayed with a chemical after confronting officers and there was a physical altercation between officers and the Delegate. Officers used pepper spray to disperse crowds earlier. Two police officers were injured.",0,crowd size=about 200; local administrators
29 May 2020,2020,BLM: Black Lives Matter,,Arizona,Pima,Tucson,32.2217,-110.9264,Arizona Daily Star,"On 29 May 2020, in Tucson (Arizona), approximately 300 demonstrators clashed with the police during a Black Lives Matter demonstration over the killing of George Floyd by Minneapolis police.",0,crowd size=approximately 300
